index,Name,Platform,Year_of_Release,Genre,Publisher,Critic_Score,User_Score,Rating
6051,Fallout: Brotherhood of Steel,XB,2004,Role-Playing,Avalon Interactive,66,5.5,M
6052,IndyCar Series,XB,2003,Racing,Codemasters,71,7.8,E
6053,Killing Floor 2 ,PS4,2016,Shooter,Tripwire Interactive,76,8,M
6054,Ferrari F355 Challenge,PS2,2002,Racing,Sony Computer Entertainment,70,4.4,E
6055,Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,76,5.1,M
6056,Cities in Motion,PC,2011,Simulation,Paradox Interactive,70,7.7,E
6057,Shifters,PS2,2002,Adventure,3DO,37,5.9,T
6058,Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,48,7.1,T
6059,TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,50,6.5,T
6060,Sacred 3,X360,2014,Role-Playing,Deep Silver,51,4.1,M
6061,Venetica,PC,2009,Role-Playing,DTP Entertainment,61,6.8,T
6062,Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,76,4.9,M
6063,Wasteland 2,XOne,2015,Role-Playing,Deep Silver,77,7.1,M
6064,MorphX,X360,2010,Shooter,505 Games,33,6.6,M
6065,Sigma Star Saga,GBA,2005,Role-Playing,Atari,68,8.2,E10+
6066,FIFA Soccer 2004,GBA,2003,Sports,Electronic Arts,82,7.9,E
6067,Disney's Party,GC,2002,Misc,Electronic Arts,39,7.8,E
6068,The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,66,6.5,M
6069,Nanostray 2,DS,2008,Shooter,Codemasters,75,7.8,E
6070,Dokapon Journey,DS,2008,Role-Playing,Sting,60,7,E10+
6071,Metal Slug Anthology,PSP,2007,Shooter,Ignition Entertainment,78,7.4,T
6072,Back to the Future: The Game,Wii,2011,Adventure,Telltale Games,66,4.1,T
6073,Phantom Crash,XB,2002,Simulation,Phantagram,74,8.3,T
6074,Yanya Caballista: City Skater,PS2,2001,Sports,Tecmo Koei,58,6.3,E
6075,The Typing of the Dead,DC,2000,Shooter,Sega,83,7.8,M
6076,Jenga World Tour,Wii,2007,Misc,Atari,26,2.8,E
6077,Tenchu: Dark Secret,DS,2006,Action,From Software,37,5.1,T
6078,Shrek Super Party,GC,2003,Misc,TDK Mediactive,40,7.3,E
6079,Second Sight,GC,2004,Adventure,Codemasters,77,8.5,T
6080,Rave Master,GC,2002,Fighting,Konami Digital Entertainment,60,6.3,T
6081,Bejeweled Twist,PC,2008,Puzzle,PopCap Games,78,7.3,E
6082,Steins;Gate 0,PS4,2015,Adventure,PQube,81,8.3,M
6083,Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,69,6.3,E
6084,Hail to the Chimp,PS3,2008,Misc,Gamecock,51,4.5,T
6085,Alias,XB,2004,Action,Acclaim Entertainment,64,6,T
6086,OutRun 2006: Coast 2 Coast,PS2,2006,Racing,Sega,81,8.8,E
6087,Arx Fatalis,XB,2003,Role-Playing,Mindscape,71,8.2,M
6088,Zumba Fitness Core,X360,2012,Misc,505 Games,77,6.7,E10+
6089,Guilty Gear Dust Strikers,DS,2006,Fighting,Majesco Entertainment,60,5.8,T
6090,Dark Summit,GC,2002,Sports,THQ,68,4.5,T
6091,Star Wars: Republic Commando,PC,2005,Shooter,LucasArts,78,8.7,T
6092,The Lost Vikings,GBA,2003,Puzzle,Activision,75,9.1,E
6093,Plants vs. Zombies,PC,2009,Strategy,PopCap Games,87,8.9,E10+
6094,Secret Files: Tunguska,DS,2008,Adventure,Deep Silver,71,7.6,T
6095,Stretch Panic,PS2,2001,Platform,Midas Interactive Entertainment,65,7.8,T
6096,PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,D3Publisher,74,7.8,E
6097,Metroid Prime: Federation Force,3DS,2016,Action,Nintendo,64,5.1,T
6098,DiRT 2,PC,2009,Racing,Codemasters,89,8.2,T
6099,Payday 2,PC,2013,Shooter,505 Games,79,3.4,M
6100,Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,DreamCatcher Interactive,64,7.4,E
6101,Furu Furu Park,Wii,2007,Misc,Taito,43,4.8,E10+
6102,Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,78,7.4,T
6103,Whirl Tour,GC,2002,Sports,Vivendi Games,61,9,E
6104,Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,63,5.4,T
6105,Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,64,5.7,M
6106,Stunt GP,PS2,2001,Racing,Titus,49,8.1,E
6107,Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,82,7.5,E10+
6108,Singularity,PC,2010,Shooter,Mastertronic,76,7.7,M
6109,NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,66,3.8,E
6110,Ms Saga: A New Dawn,PS2,2005,Role-Playing,Namco Bandai Games,65,8.6,E10+
6111,Child of Light,PS4,2014,Role-Playing,Ubisoft,82,8,E10+
6112,GrimGrimoire,PS2,2007,Strategy,Tecmo Koei,79,7.9,E10+
6113,Deadliest Catch: Alaskan Storm,X360,2008,Sports,Navarre Corp,56,5.9,T
6114,Crime Life: Gang Wars,XB,2005,Action,Konami Digital Entertainment,30,3.4,M
6115,Rugby 2005,XB,2005,Sports,Electronic Arts,75,7.7,E
6116,"Warhammer 40,000: Dawn of War",PC,2004,Strategy,THQ,86,8.8,M
6117,Rock 'N Roll Racing,GBA,2003,Racing,Activision,80,9.4,E
6118,Silhouette Mirage,PS,1998,Platform,ESP,69,7.5,E
6119,Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,57,8.1,T
6120,Freelancer,PC,2003,Simulation,Microsoft Game Studios,85,9,T
6121,LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,Activision,66,8,E10+
6122,Rugby 06,PS2,2006,Sports,Electronic Arts,70,7.8,E
6123,Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,Microsoft Game Studios,84,8.3,M
6124,2002 FIFA World Cup,GC,2002,Sports,Electronic Arts,78,7.7,E
6125,The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,79,7.5,T
6126,Need for Speed Carbon,PC,2006,Racing,Electronic Arts,78,7.2,E10+
6127,Colin McRae Rally 2005,XB,2004,Racing,Codemasters,83,7.5,E
6128,Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,73,7.1,E
6129,Empire Earth,PC,2001,Strategy,Vivendi Games,81,8.2,T
6130,DuckTales: Remastered,PS3,2013,Action,Capcom,75,7.4,E
6131,Worms Reloaded,PC,2010,Strategy,Team17 Software,79,6.8,E10+
6132,StarCraft,PC,1998,Strategy,Activision,88,9.1,T
6133,World Championship Pool 2004,PS2,2004,Sports,Jaleco,60,6.7,E
6134,B-Boy,PSP,2006,Misc,Sony Computer Entertainment,50,7.8,T
6135,Kakuto Chojin,XB,2002,Fighting,Microsoft Game Studios,46,7.2,T
6136,Need for Speed Underground,PC,2003,Racing,Electronic Arts,82,8.3,E
6137,Moon,DS,2009,Adventure,Mastiff,71,7.4,T
6138,Snoopy vs the Red Baron,PSP,2006,Adventure,Namco Bandai Games,76,7.8,E10+
6139,Virtua Tennis 3,PSP,2007,Sports,Sega,79,7.7,E
6140,Raze's Hell,XB,2005,Shooter,Majesco Entertainment,71,8.1,M
6141,Far Cry,PC,2004,Shooter,Ubisoft,89,8.1,M
6142,Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,Max Five,62,8.7,E
6143,NightCaster II: Equinox,XB,2002,Action,Jaleco,46,7,T
6144,Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,49,6.2,E
6145,Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,71,6.7,T
6146,Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Konami Digital Entertainment,64,7.3,E10+
6147,Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,87,6.1,E
6148,FIFA Soccer 10,PC,2009,Sports,Electronic Arts,72,3.8,E
6149,Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,Ubisoft,72,7.8,M
6150,The Sims,PC,2000,Simulation,Electronic Arts,92,7.9,T
6151,FIFA Manager 12,PC,2011,Sports,Electronic Arts,72,3.9,E
6152,Gitaroo Man,PS2,2001,Misc,THQ,82,8.7,E
6153,Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,39,3,T
6154,XCOM 2,XOne,2016,Strategy,Take-Two Interactive,87,8.1,T
6155,Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,50,5.3,M
6156,Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,48,4.8,T
6157,Code Lyoko,DS,2007,Action,Game Factory,63,6.8,E10+
6158,Pool Party,Wii,2007,Sports,SouthPeak Games,32,0.7,E
6159,Rapala Fishing Frenzy 2009,X360,2008,Sports,Activision,41,7.2,E
6160,Company of Heroes,PC,2006,Strategy,THQ,93,8.8,M
6161,Wonder World Amusement Park,Wii,2008,Misc,Majesco Entertainment,37,4.5,E
6162,Ride 2,PS4,2016,Racing,Milestone S.r.l,71,8,E
6163,Wing Island,Wii,2006,Simulation,Konami Digital Entertainment,47,4.9,E
6164,Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,Ubisoft,79,6.9,T
6165,Wrath Unleashed,XB,2004,Strategy,LucasArts,69,7,T
6166,March of the Penguins,DS,2006,Adventure,Zoo Digital Publishing,34,1.7,E
6167,Double Dragon Advance,GBA,2003,Action,Atlus,75,8.4,T
6168,The Bible Game,XB,2005,Misc,Crave Entertainment,60,2.7,E
6169,Bubble Bobble Revolution,DS,2005,Puzzle,Atari,38,6.2,E
6170,Yager,XB,2003,Shooter,THQ,70,9.3,T
6171,Root Letter,PSV,2016,Adventure,PQube,78,7.8,M
6172,Futurama,XB,2003,Platform,SCi,58,6.9,T
6173,Supreme Commander,PC,2007,Strategy,THQ,86,8.3,E10+
6174,Pool Hall Pro,Wii,2009,Sports,Playlogic Game Factory,62,5.3,E
6175,Wolfenstein,PC,2009,Shooter,Activision,74,7.3,M
6176,Microsoft Train Simulator,PC,2001,Simulation,Microsoft Game Studios,84,8.4,E
6177,Resident Evil 6,XOne,2016,Shooter,Capcom,63,6.3,M
6178,Assassin's Creed: Altair's Chronicles,DS,2008,Platform,Ubisoft,58,6.3,T
6179,Bad Boys: Miami Takedown,GC,2004,Shooter,Empire Interactive,35,2,M
6180,Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,Take-Two Interactive,39,5.9,T
6181,Pony Friends,DS,2007,Simulation,Eidos Interactive,67,6.6,E
6182,Art of Fighting Anthology,PS2,2006,Fighting,Crave Entertainment,60,7,T
6183,Sébastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,71,8.1,E
6184,Lux-Pain,DS,2008,Adventure,Rising Star Games,48,6.2,T
6185,Guilty Gear XX Accent Core,PS2,2007,Fighting,Unknown,77,8.3,T
6186,Mafia,PC,2002,Action,Take-Two Interactive,88,9.1,M
6187,Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,Ubisoft,61,3,E
6188,Operation Flashpoint: Elite,XB,2005,Shooter,Codemasters,64,8.3,T
6189,Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Interactive,35,4.8,E10+
6190,Virtua Tennis 3,X360,2007,Sports,Sega,80,6.8,E
6191,Front Mission,DS,2007,Strategy,Square Enix,72,8.9,E10+
6192,Tropico 3,PC,2009,Strategy,Kalypso Media,79,8.1,T
6193,Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,Konami Digital Entertainment,78,8.5,T
6194,Life is Strange,PC,2016,Adventure,Square Enix,83,8.6,M
6195,Battlezone,PS4,2016,Action,Rebellion Developments,66,7,T
6196,Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,76,4.3,E
6197,The Dark Spire,DS,2008,Role-Playing,Success,69,7.7,E10+
6198,Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,55,6,T
6199,Runaway: A Twist of Fate,PC,2009,Adventure,Focus Home Interactive,79,8.2,T
6200,FlatOut 2,XB,2006,Racing,Empire Interactive,73,7.3,T
6201,Rogue Trooper,PS2,2006,Shooter,Eidos Interactive,71,8.2,T
6202,Backyard Baseball '09,Wii,2008,Sports,Atari,37,7.8,E
6203,Tom Clancy's HAWX,PC,2009,Action,Ubisoft,70,7.3,T
6204,Enemy Front,X360,2014,Shooter,Namco Bandai Games,35,5.8,M
6205,Shantae and the Pirate's Curse,3DS,2015,Platform,Rising Star Games,82,8.5,E10+
6206,Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,Kool Kizz,74,8.8,E
6207,Castle of Shikigami III,Wii,2007,Shooter,PQube,67,7.6,T
6208,Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,80,8.1,T
6209,FIFA Street 2,DS,2006,Sports,Electronic Arts,43,7.5,E
6210,City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,75,8.2,E
6211,Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,67,8.2,M
6212,WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,60,6.1,T
6213,IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,86,8.8,T
6214,Red Ninja: End of Honor,PS2,2005,Action,Vivendi Games,47,5,M
6215,Praetorians,PC,2003,Strategy,Eidos Interactive,78,8.2,T
6216,Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai Games,68,6.3,E
6217,LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,43,8.3,E
6218,SPRay,Wii,2008,Action,Tecmo Koei,42,4.5,E10+
6219,Outlaw Tennis,XB,2005,Sports,Global Star,66,7.7,M
6220,Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,81,8.9,T
6221,Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,38,1.7,T
6222,Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,66,7.4,T
6223,NASCAR 07,XB,2006,Racing,Electronic Arts,72,7,E
6224,Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,74,8.3,E
6225,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,70,6.9,T
6226,Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,59,6.2,E
6227,Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,61,8.6,T
6228,Split/Second,PC,2010,Racing,Disney Interactive Studios,79,8.2,E10+
6229,Resident Evil 6,PC,2012,Shooter,Capcom,69,5.9,M
6230,Dead Head Fred,PSP,2007,Action,D3Publisher,75,7.3,M
6231,Ride to Hell,PS3,2013,Racing,Deep Silver,13,1,M
6232,Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,70,5.9,E10+
6233,Digimon Rumble Arena 2,GC,2004,Fighting,Atari,71,8.1,T
6234,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,46,5.8,E
6235,Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,45,5.6,E10+
6236,Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,42,7.1,T
6237,The Sims Deluxe,PC,2002,Simulation,Electronic Arts,92,8.2,T
6238,LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,78,7.7,E10+
6239,The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,76,7.7,T
6240,Deadliest Warrior: Ancient Combat,X360,2012,Fighting,Cloud Imperium Games Corporation,37,6.3,M
6241,The Kore Gang,Wii,2010,Platform,Flashpoint Games,70,8.6,E10+
6242,Rugby Challenge 3,PS4,2016,Sports,Alternative Software,64,6.8,E
6243,Blood Bowl,PC,2009,Sports,Focus Home Interactive,72,6.5,T
6244,Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,75,7.7,T
6245,Star Trek: Shattered Universe,XB,2004,Simulation,Global Star,41,4,E
6246,Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,70,7.2,M
6247,Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,75,8.4,T
6248,WarJetz,PS2,2001,Shooter,3DO,59,5.5,T
6249,Devil May Cry 4,PC,2008,Action,Capcom,78,8.5,M
6250,Barnyard,Wii,2006,Action,THQ,65,5.7,E10+
6251,Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,62,4.9,E
6252,Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,77,7.9,T
6253,Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,Konami Digital Entertainment,78,7.2,M
6254,Aeon Flux,PS2,2005,Action,THQ,66,5.8,T
6255,Age of Mythology: The Titans,PC,2003,Strategy,Microsoft Game Studios,84,8.7,T
6256,Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,72,8.3,T
6257,Virtua Tennis 4,PC,2011,Sports,Sega,66,7.3,E
6258,Shattered Union,XB,2005,Strategy,Take-Two Interactive,66,6.9,T
6259,Unchained Blades ,3DS,2011,Role-Playing,FuRyu,65,7.8,T
6260,Terraria,XOne,2014,Action,505 Games,84,7.7,T
6261,Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,87,8.6,M
6262,Superman: Countdown to Apokolips,GBA,2003,Platform,Atari,47,5.7,E
6263,Worms 4: Mayhem,XB,2005,Strategy,Codemasters,69,9.2,T
6264,Rise of Nations,PC,2003,Strategy,Microsoft Game Studios,89,9,T
6265,Men of War: Vietnam,PC,2011,Strategy,Unknown,68,4.9,T
6266,Imperial Glory,PC,2005,Strategy,Eidos Interactive,69,8.4,T
6267,Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,31,5,E
6268,Samurai Warriors 2: Empires,X360,2007,Action,Tecmo Koei,53,8.5,T
6269,Metal Slug XX,PSP,2009,Shooter,DHM Interactive,67,6.1,T
6270,Patrician IV,PC,2010,Strategy,Kalypso Media,66,6.4,E
6271,Fisherman's Challenge,PS2,2003,Sports,Konami Digital Entertainment,67,7.5,E
6272,Resident Evil: Revelations,PC,2013,Action,Capcom,77,7,M
6273,The Da Vinci Code,XB,2006,Action,Take-Two Interactive,52,2.8,T
6274,Pure Pinball,XB,2004,Misc,XS Games,68,8.5,E
6275,Headhunter: Redemption,PS2,2004,Action,Sega,62,6.7,M
6276,Dead Rising,PS4,2016,Action,Capcom,78,6.6,M
6277,Grand Theft Auto: Vice City,PC,2003,Action,Take-Two Interactive,94,8.8,M
6278,Surf's Up,PS3,2007,Sports,Ubisoft,59,5.1,E10+
6279,SWAT: Target Liberty,PSP,2007,Shooter,Vivendi Games,50,7.7,T
6280,Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,50,8.3,E10+
6281,CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,47,5.5,M
6282,Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,34,2.2,T
6283,Empire Earth III,PC,2007,Strategy,Vivendi Games,50,2.8,T
6284,Resident Evil: Operation Raccoon City,PC,2012,Action,Capcom,48,3.8,M
6285,Dreamfall: The Longest Journey,XB,2006,Adventure,Empire Interactive,73,8.8,M
6286,JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,48,3.1,T
6287,Brothers In Arms DS,DS,2007,Shooter,Ubisoft,72,8,T
6288,Colin McRae Rally 3,XB,2002,Racing,Codemasters,86,7.4,E
6289,TMNT,DS,2007,Action,Ubisoft,42,2.2,E10+
6290,Stolen,PS2,2005,Action,Hip Interactive,51,7.4,T
6291,Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,72,7.7,T
6292,LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,72,7.1,E10+
6293,Pro Race Driver,XB,2003,Racing,Codemasters,80,7.5,T
6294,The Movies,PC,2005,Simulation,Activision,84,8.3,T
6295,FIFA World Cup Germany 2006,DS,2006,Sports,Electronic Arts,71,7.2,E
6296,Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,81,8.9,E10+
6297,Dragon Ball: Advanced Adventure,GBA,2004,Action,Namco Bandai Games,75,8.5,E10+
6298,Lost Planet 3,PC,2013,Shooter,Capcom,61,6.2,T
6299,Echo Night Beyond,PS2,2004,Adventure,Indie Games,60,8.8,T
6300,Meteos: Disney Magic,DS,2007,Puzzle,Disney Interactive Studios,74,6.6,E
6301,Beyblade Evolution,3DS,2013,Action,Rising Star Games,49,6.3,E
6302,Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,58,7.7,M
6303,Greg Hastings' Tournament Paintball Max'd,DS,2006,Shooter,Activision,39,7.4,E10+
6304,Halo: Combat Evolved,PC,2003,Shooter,Microsoft Game Studios,83,7.4,M
6305,Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,69,7.9,T
6306,Little Red Riding Hood's Zombie BBQ,DS,2008,Shooter,Destineer,68,7.3,T
6307,Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,69,6.4,T
6308,Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,66,7.8,E10+
6309,Rugby 08,PS2,2007,Sports,Electronic Arts,74,7.4,E
6310,Caesar IV,PC,2006,Strategy,Vivendi Games,74,7.6,E10+
6311,Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,System 3 Arcade Software,71,6.2,E
6312,Cy Girls,PS2,2004,Action,Konami Digital Entertainment,53,8.8,M
6313,Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,72,8.1,T
6314,APB Reloaded,PC,2011,Role-Playing,Iceberg Interactive,56,5.7,M
6315,Bubble Bobble Double Shot,DS,2007,Puzzle,Rising Star Games,50,4.8,E
6316,Bionicle Heroes,Wii,2007,Shooter,Eidos Interactive,52,5.8,E10+
6317,Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,63,7.1,E10+
6318,C.O.R.E.,DS,2009,Shooter,Graffiti,44,6.9,M
6319,Chaos Wars,PS2,2006,Strategy,Idea Factory,64,6.9,T
6320,Steambot Chronicles,PS2,2005,Role-Playing,505 Games,74,8.2,T
6321,Scaler,GC,2004,Platform,Take-Two Interactive,69,7.3,E
6322,Scarface: The World is Yours,PC,2006,Action,Vivendi Games,73,7.5,M
6323,Legasista,PS3,2012,Role-Playing,Nippon Ichi Software,68,6.3,T
6324,Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,Ignition Entertainment,68,8.3,T
6325,Harry Potter and the Prisoner of Azkaban,PC,2004,Action,Electronic Arts,67,7.2,E
6326,OutRun 2006: Coast 2 Coast,PSP,2006,Racing,Sega,82,8.1,E
6327,Without Warning,PS2,2005,Shooter,Capcom,45,6.5,M
6328,Napoleon Dynamite: The Game,PSP,2007,Puzzle,Crave Entertainment,37,4.6,E10+
6329,Saints Row 2,PC,2009,Action,THQ,72,6.8,M
6330,Trine 2,PC,2011,Platform,Focus Home Interactive,84,8.4,E10+
6331,Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,Ignition Entertainment,67,8.2,E10+
6332,Homefront: The Revolution,PC,2016,Shooter,Deep Silver,54,3.5,M
6333,RLH: Run Like Hell,XB,2003,Shooter,Avalon Interactive,55,8,M
6334,Obscure,XB,2004,Adventure,MC2 Entertainment,66,8.4,M
6335,Just Dance 2017,XOne,2016,Misc,Ubisoft,75,8,E10+
6336,Stranger of Sword City,PSV,2015,Role-Playing,Nippon Ichi Software,71,8,T
6337,World of Goo,PC,2008,Puzzle,2D Boy,90,8.5,E
6338,Secret Files 2: Puritas Cordis,PC,2009,Adventure,Deep Silver,64,7.1,T
6339,Monster Kingdom: Jewel Summoner,PSP,2006,Role-Playing,Sony Computer Entertainment,66,6.8,T
6340,Railroad Tycoon 3,PC,2003,Strategy,Gathering of Developers,80,7.7,E
6341,S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Deep Silver,75,7.7,M
6342,Painkiller: Hell Wars,XB,2006,Shooter,DreamCatcher Interactive,68,7.4,M
6343,FunkMaster Flex's Digital Hitz Factory,PS2,2003,Misc,Jester Interactive,71,8.9,E
6344,World in Conflict,PC,2007,Strategy,Vivendi Games,89,8.1,T
6345,Tomb Raider: Anniversary,PC,2007,Action,Eidos Interactive,83,8.1,T
6346,Infamous: First Light,PS4,2014,Action,Sony Computer Entertainment,73,7.5,T
6347,Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,53,5.1,E
6348,RedCard 20-03,XB,2002,Sports,Midway Games,67,9,E
6349,Bounty Hounds,PSP,2006,Action,Namco Bandai Games,63,6,T
6350,TOCA Race Driver 3,XB,2006,Racing,Codemasters,84,8,E10+
6351,Silent Scope,GBA,2002,Shooter,Konami Digital Entertainment,70,8,T
6352,The Cursed Crusade,PC,2011,Action,DTP Entertainment,55,6,M
6353,Hotel Giant 2,PC,2008,Strategy,JoWood Productions,58,2.5,E
6354,DarkStar One,PC,2006,Simulation,Ubisoft,71,7.2,T
6355,Hitman: Blood Money,PC,2006,Action,Eidos Interactive,82,8.8,M
6356,Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,Gearbox Software,77,6.9,M
6357,Section 8,PC,2009,Shooter,SouthPeak Games,72,7,T
6358,Alpha Protocol,PC,2010,Role-Playing,Sega,72,7.5,M
6359,Planescape: Torment,PC,1998,Role-Playing,Interplay,91,9.2,T
6360,Star Wars Jedi Knight: Jedi Academy,PC,2003,Shooter,Activision,81,8.6,T
6361,Red Faction II,GC,2003,Shooter,THQ,79,7.3,M
6362,Battle Engine Aquila,PS2,2003,Shooter,Atari,73,9,T
6363,Special Forces: Nemesis Strike,XB,2005,Shooter,Hip Interactive,60,6.5,M
6364,Women's Volleyball Championship,PS2,2007,Sports,Spike,32,4,E
6365,Crimson Tears,PS2,2004,Role-Playing,Capcom,62,7.8,T
6366,Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,Namco Bandai Games,48,8.7,T
6367,WRC: FIA World Rally Championship,PSP,2005,Racing,Sony Computer Entertainment,67,7.8,E
6368,Rapala Tournament Fishing!,X360,2006,Sports,Activision,41,8,E
6369,Superstars V8 Racing,PS3,2009,Racing,Black Bean Games,66,4.9,E
6370,JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,61,7.4,T
6371,Supreme Ruler: Cold War,PC,2011,Strategy,Paradox Interactive,63,6.8,RP
6372,Rise of Nations: Rise of Legends,PC,2006,Strategy,Microsoft Game Studios,84,8.5,T
6373,The Sum of All Fears,GC,2003,Shooter,Ubisoft,36,3.4,T
6374,Yumi's Odd Odyssey,3DS,2013,Platform,Agatsuma Entertainment,74,7.7,E
6375,EverBlue 2,PS2,2002,Adventure,Capcom,59,7.5,E
6376,Electroplankton,DS,2005,Misc,Nintendo,71,7,E
6377,FIFA World Cup: Germany 2006,GBA,2006,Sports,Electronic Arts,57,6.9,E
6378,Earthworm Jim 2,GBA,2002,Platform,Vivendi Games,45,5.7,E
6379,Dungeon Maker: Hunting Ground,PSP,2006,Role-Playing,Global A Entertainment,70,6.4,E10+
6380,MotoGP,PSP,2006,Racing,Sony Computer Entertainment,69,7.1,E
6381,Apache: Air Assault,PC,2010,Simulation,Just Flight,64,7.5,T
6382,Call of Juarez: Bound in Blood,PC,2009,Shooter,Ubisoft,78,8,M
6383,Red Faction: Guerrilla,PC,2009,Shooter,THQ,82,7.5,M
